u	CLd [aoj*]  decompile current function using DWARF line info (see CL, dir.source)	CLd [aoj*]  使用 DWARF 行信息反编译当前函数（参见 CL、dir.source）
u	CS [*] [+-][metaspace|addr]   # Manage metaspaces	CS [*] [+-][metaspace|addr]   # 管理元空间
u	C[-LCvsdfm*?][*?] [...]   # Metadata management	C[-LCvsdfm*?][*?]   # 元数据管理
u	Ct [?*j,=.-] [annotation] [@ addr]   # Manage address-based type analysis annotations	Ct [?*j,=.-] [annotation] [@ addr]   # 管理基于地址的类型分析注释
u	LA[qjf]   # analysis plugin list	LA[qjf]   # 分析插件列表
u	La[qj]   # asm/anal plugin list	La[qj]   # asm/anal 插件列表
u	List functions in verbose mode	以详细模式列出函数
u	Ll[,jq] - list r_lang plugins	Ll[,jq] - 列出 r_lang 插件
u	P[?.+-*cdilnsS] [file]  Project management	P[?.+-*cdilnsS] [file]  项目管理
u	Pn[j-?] [...]  Project Notes	Pn[j-?] [...]  项目笔记
u	Pz[ie] ([file])  Import/Export Projects in Zip form	Pz[ie] ([file])  以 Zip 形式导入/导出项目
u	T  [-][ num|msg] # text-log utility with timestamps	T  [-][ num|msg] # 带时间戳的文本日志工具
u	[.:"][#]<cmd>[*] [`cmd`] [@ addr] [~grep] [|syscmd] [>[>]file]	:"][#]<cmd>[*] [`cmd`] [@ addr] [~grep] [|syscmd] [>[>]file]
u	[cmd] | [program|H|T|.|]	md] | [program|H|T|.|]
u	[cmd]>[file]  redirects console from 'cmd' output to 'file'	[cmd]>[file]  将控制台从 'cmd' 输出重定向到 'file'
u	a8  [hexpairs]   # analyze the byte array given as input	a8  [hexpairs]   # 分析作为输入给定的字节数组
u	a:  [plugin-command]  (see 'aL' for all the anal plugins)	a:  [plugin-command]  （参见 'aL' 了解所有分析插件）
u	a:callargs  [-qj*f] [addr] # analyze call args via ESIL	a:callargs  [-qj*f] [addr] # 通过 ESIL 分析调用参数
u	a:tp  propagate types for current function	a:tp  传播当前函数的类型
u	aF   # analyze a function, but using anal.depth=1	aF   # 分析函数，但使用 anal.depth=1
u	aa[0*?]   # see also 'af' and 'afna'	aa[0*?]   # 另见 'af' 和 'afna'
u	aaa[a[a]]   # automatically analyze the whole program	aaa[a[a]]   # 自动分析整个程序
u	aae  [pf] ([addr]) # analyze all kind of stuff using esil	aae  [pf] ([addr]) # 使用 esil 分析各种内容
u	aan  [rg]   # automatically name functions.	aan  [rg]   # 自动命名函数。
u	aar  [j*] [sz] # search and analyze xrefs	aar  [j*] [sz] # 搜索并分析交叉引用
u	aav  [sat] # find values referencing a specific section or map	aav  [sat] # 查找引用特定段或映射的值
u	ab  # analyze basic block	ab  # 分析基本块
u	abp  [addr] [num] # find num paths from current offset to addr	abp  [addr] [num] # 查找从当前偏移到 addr 的 num 条路径
u	abt  # list and manage stored backtraces	abt  # 列出并管理存储的回溯
u	ac  anal classes commands	ac  分析类命令
u	ae[idesr?] [arg]  ESIL code emulation	ae[idesr?] [arg]  ESIL 代码模拟
u	aeim   [addr] [size] [name] - initialize the ESIL VM stack	aeim   [addr] [size] [name] - 初始化 ESIL VM 栈
u	aep[-*c]    [...] manage esil pins, run r2 commands instead of esil	aep[-*c]    [...] 管理 esil pin，运行 r2 命令而非 esil
u	aes[pbosu]  esil stepping utilities	aes[pbosu]  esil 步进工具
u	aev [esil]  Visual esil debugger (VdE)	aev [esil]  可视化 esil 调试器（VdE）
u	afb   list basic blocks of given function	afb   列出给定函数的基本块
u	afbr   return addresses for current function	afbr   当前函数的返回地址
u	afc[afhijklor?]  # see also tcc command to manage all calling conventions	afc[afhijklor?]  # 另见 tcc 命令以管理所有调用约定
u	afch[j]  # dynamic calling convention (dyncc) help and inspector	afch[j]  # 动态调用约定（dyncc）帮助和检查器
u	afii   Manage imports used in current functions (see aii for globals). trims down those strings from disasm	afii   管理当前函数中使用的导入（全局参见 aii）。从反汇编中修剪掉那些字符串
u	afl   List all functions	afl   列出所有函数
u	afl,   List functions in table format	afl,   以表格格式列出函数
u	aflm  [q.j] List functions in makefile style (func -> calls)	aflm  [q.j] 以 makefile 风格列出函数（func -> calls）
u	aflp   manage function pins (emoji markers)	aflp   管理函数 pin（emoji 标记）
u	afls  [afls] # sort function list	afls  [afls] # 排序函数列表
u	aflx  [jv*] # list function xrefs	aflx  [jv*] # 列出函数交叉引用
u	afm  [name]   # merge two functions.	afm  [name]   # 合并两个函数。
u	afna   # construct a function name and rename the function for the current offset.	afna   # 为当前偏移构造函数名并重命名函数。
u	afs[r]   Analyze function signatures	afs[r]   分析函数签名
u	afu  [addr]   # resize and analyze function from current address until addr.	afu  [addr]   # 从当前地址调整大小并分析函数直到 addr。
u	afv[rbs]   Function variables manipulation	afv[rbs]   函数变量操作
u	agD[format]  Show the current function dominator tree	agD[format]  显示当前函数支配树
u	ah[lba-]  analysis Hints	ah[lba-]  分析提示
u	ahb [8|16|32|64] [@ addr]   Define asm.bits hint at given address	ahb [8|16|32|64] [@ addr]   在给定地址定义 asm.bits 提示
u	ahi [2|8|10|10u|16|bodhipSs] [@ offset]   Define numeric base	ahi [2|8|10|10u|16|bodhipSs] [@ offset]   定义数字基数
u	aho [optype] [@ addr]   Define opcode type hint	aho [optype] [@ addr]   定义操作码类型提示
u	ahr addr   Set instruction as return type (similar to 'aho ret'?)	ahr addr   将指令设置为返回类型（类似 'aho ret'？）
u	ahs [size] [@ addr]   Define opcode size hint	ahs [size] [@ addr]   定义操作码大小提示
u	aht[s] [addr|type]  mark immediate as type offset (moved to aho)	aht[s] [addr|type]  将立即数标记为类型偏移（移至 aho）
u	ai  [j*] [sz] # analysis/address information/imports	ai  [j*] [sz] # 分析/地址信息/导入
u	an  [aj*] # analyze name for the current address (see fd and aan commands)	an  [aj*] # 为当前地址分析名称（参见 fd 和 aan 命令）
u	ano  [*] # function anotations	ano  [*] # 函数注释
u	ao[e?] [len]  analyze Opcodes	ao[e?] [len]  分析操作码
u	aob[mvj] [hex]  decode every bit of the analyzed opcode	aob[mvj] [hex]  解码被分析操作码的每一位
u	aom[ljd] [arg]  list opcode mnemonics	aom[ljd] [arg]  列出操作码助记符
u	aot[l]  list opcode types	aot[l]  列出操作码类型
u	ap[?]   # analyze prelude in current offset	ap[?]   # 分析当前偏移处的前导
u	ar  # Analysis Registers	ar  # 分析寄存器
u	ara[+-s]  register Arena Push/Pop/Swap	ara[+-s]  寄存器 Arena 压入/弹出/交换
u	arp   # Register profile commands	arp   # 寄存器配置文件命令
u	arv  [reg] [idx] [wordsize] [= value]  Show analysis vector packed registers	arv  [reg] [idx] [wordsize] [= value]  显示分析向量打包寄存器
u	arw   # Set contents of the register arena	arw   # 设置寄存器 arena 的内容
u	as[ljk?]  syscall name <-> number utility	as[ljk?]  系统调用名称 <-> 编号工具
u	at[flmj] [参数]  Search for instructions matching type/family/mnemonic	at[flmj] [参数]  搜索匹配类型/家族/助记符的指令
u	av[?jr*]   C++ vtables and RTTI	av[?jr*]   C++ vtable 和 RTTI
u	avg   # analyze variable global	avg   # 分析全局变量
u	ax[?d-l*]   # see also 'afx?'	ax[?d-l*]   # 另见 'afx?'
u	axf[?gq*]  find data/code references from this address	axf[?gq*]  从此地址查找数据/代码引用
u	axl[jcq]  show global xrefs	axl[jcq]  显示全局交叉引用
u	axt[?gq*]  find data/code references to this address	axt[?gq*]  查找指向此地址的数据/代码引用
u	axv[?j]  show xrefs to local variables in current function	axv[?j]  显示当前函数中局部变量的交叉引用
u	b[f] [arg]  change working block size	b[f] [arg]  更改工作块大小
u	b[p]<command> [值]  Backward search subcommands	b[p]<command> [值]  反向搜索子命令
u	c  Search for crypto materials	c  搜索加密材料
u	c[?dfx] [argument]   # Compare	c[?dfx] [argument]   # 比较
u	cc[aAldpb] [algo] [digest]  find collisions	cc[aAldpb] [algo] [digest]  查找碰撞
u	cg  Graph compare	cg  图比较
u	ci [sil] ([obid])  Compare two bin objects	ci [sil] ([obid])  比较两个 bin 对象
u	cmp  [file] [file]  Compare two ($alias) files, and change $? value	cmp  [file] [file]  比较两个（$alias）文件，并更改 $? 值
u	cu  [offset]  # Prints unified comparison to make hexpatches	cu  [offset]  # 打印统一比较以生成十六进制补丁
u	cw [args]  Manage compare watchers; See if and how memory changes	cw [args]  管理比较观察器；查看内存是否以及如何变化
u	d   # Debug commands	d   # 调试命令
u	d delta  search for a deltified sequence of bytes.	d delta  搜索增量化的字节序列
u	dL   List or set debugger handler	dL   列出或设置调试器处理程序
u	db   # Breakpoints commands	db   # 断点命令
u	dbi   # Manipulate breakpoints by index	dbi   # 按索引操作断点
u	dbt   # Backtrace commands	dbt   # 回溯命令
u	dbw <addr> <r/w/rw>   # Add watchpoint	dbw <addr> <r/w/rw>   # 添加观察点
u	dc  Execution continuation commands	dc  执行继续命令
u	dcs   Continue until syscall	dcs   继续直到系统调用
u	dcu   Continue until address	dcu   继续直到地址
u	dd  Manage file descriptors for child process (* to show r2 commands)	dd  管理子进程的文件描述符（* 显示 r2 命令）
u	dg  [a] ([file]) # Debug Generate CoreDump	dg  [a] ([file]) # 调试生成 CoreDump
u	di  Debugger target information	di  调试器目标信息
u	dk  Signal commands	dk  信号命令
u	dko   # Signal handling commands	dko   # 信号处理命令
u	dm   # Memory maps commands	dm   # 内存映射命令
u	dmh   # Memory map heap	dmh   # 内存映射堆
u	dmi   # List/load Symbols	dmi   # 列出/加载符号
u	dmm   # Module memory maps commands	dmm   # 模块内存映射命令
u	dmp   Change page permissions	dmp  更改页权限
u	dms   # Memory map snapshots	dms   # 内存映射快照
u	do   # Debug (re)open commands	do   # 调试（重新）打开命令
u	dp   # Process commands	dp   # 进程命令
u	dr  Registers commands	dr  寄存器命令
u	drs   # Register states commands	drs   # 寄存器状态命令
u	drv  [reg] [idx] [wordsize] [= value]  Show vector packed registers	drv  [reg] [idx] [wordsize] [= value]  显示向量打包寄存器
u	ds  Step commands	ds  步进命令
u	dsu  Step until commands	dsu  步进直到命令
u	dt  Trace commands	dt  跟踪命令
u	dts[*]  Trace sessions	dts[*]  跟踪会话
u	dx [aers]   Debug execution commands	dx [aers]   调试执行命令
u	dxe   egg-program # see ragg2 and the 'g' command for more details	dxe   egg 程序 # 更多详情参见 ragg2 和 'g' 命令
u	e [var[=value]]  Evaluable vars	e [var[=value]]  可求值变量
u	eco[jc] [theme]  load theme (cf. Path and dir.prefix)	eco[jc] [theme]  加载主题（参见 Path 和 dir.prefix）
u	f    search forwards, command modifier, followed by other command	f    向前搜索，命令修饰符，后跟其他命令
u	f [?] [flagname]   # Manage offset-name flags	f [?] [flagname]   # 管理偏移-名称标志
u	f [?|-name| name] [@addr]   # Manage flagzones	f [?|-name| name] [@addr]   # 管理标志区
u	f=  [glob]   # Grep flag names using glob expression	f=  [glob]   # 使用 glob 表达式 grep 标志名
u	fD[*.j]  [rawname]   # filter/mangle raw symbol name to be valid flag name	fD[*.j]  [rawname]   # 过滤/混淆原始符号名以成为有效标志名
u	fV [*-] [nkey] [offset]   # dump/restore visual marks (mK/'K)	fV [*-] [nkey] [offset]   # 转储/恢复可视化标记（mK/'K）
u	fc <flagname> [color]   # List colors with 'ecs'	fc <flagname> [color]   # 使用 'ecs' 列出颜色
u	fd[d]  [offset|flag|expression]   # Describe flags	fd[d]  [offset|flag|expression]   # 描述标志
u	fs [*] [+-][flagspace|addr]   # Manage flagspaces	fs [*] [+-][flagspace|addr]   # 管理标志空间
u	ft [?ln] ([k] [v ...])  # Grep flag names using glob expression	ft [?ln] ([k] [v ...])  # 使用 glob 表达式 grep 标志名
u	g  search for gadgets	g  搜索小工具
u	g[wcilper] [arg]  Go compile shellcodes using asm.arch/bits/os	g[wcilper] [arg]  使用 asm.arch/bits/os 编译 shellcode
u	gk  query stored gadgets	gk  查询已存储的小工具
u	i  Get info from opened file (see rabin2's manpage)	i  获取已打开文件的信息 (见 rabin2 手册)
u	iE [][jq*]  List exported symbols	iE [][jq*]  列出导出符号
u	iS [][jq*]  List sections and segments	iS [][jq*]  列出段和片段
u	ic [.-+clgjsq][jq]  Display class information	ic [.-+clgjsq][jq]  显示类信息
u	id  Debug information	id  调试信息
u	idl  Debug information	idl  调试信息
u	ie [qj=]  Show entrypoints and constructors	ie [qj=]  显示入口点和构造函数
u	ih [*jq]  Display header information	ih [*jq]  显示头部信息
u	ii [+-?cj*,]  List/edit imports (volatile, does not modify the binary)	ii [+-?cj*,]  列出/编辑导入（易失，不修改二进制）
u	iic [jkq*]  info import classes	iic [jkq*]  导入类信息
u	is [*hjq]  List symbols from current selected binary	is [*hjq]  列出当前所选二进制的符号
u	iu [,joq*x] [directory]  Inspect or safely extract binary resources	iu [,joq*x] [directory]  检查或安全提取二进制资源
u	ix [u|S|SS] [directory]  Extract binary data to disk	ix [u|S|SS] [directory]  将二进制数据提取到磁盘
u	iz [?jq*] ([skip] [count])  List strings	iz [?jq*] ([skip] [count])  列出字符串
u	j[:o]in  run command with json facilities or join two files	j[:o]in  使用 json 功能运行命令或合并两个文件
u	k[j] [foo]  search for string using Rabin Karp algorithm	k[j] [foo]  使用 Rabin Karp 算法搜索字符串
u	k[s] [key[=value]]  Sdb Query	k[s] [key[=value]]  Sdb 查询
u	l[erls] [arg]  Internal less (~..) and file listing (!ls)	l[erls] [arg]  内部 less (~..) 和文件列表 (!ls)
u	m[-?*dgy] [...]   Mountpoints management	m[-?*dgy] [...]   挂载点管理
u	mf[no] [...]  search files matching name or offset	mf[no] [...]  搜索匹配名称或偏移的文件
u	o [file] ([offset])  Open and close files, maps, and banks	o [file] ([offset])  打开和关闭文件, 映射和存储区
u	o-[#!*$.-]  close opened files	o-[#!*$.-]  关闭已打开的文件
u	ob  List open binary files backed by fd	ob  列出由 fd 支持的已打开二进制文件
u	oba [addr] ([filename])  Load bininfo and update flags	oba [addr] ([filename])  加载 bininfo 并更新标志
u	om [arg]  Map opened files	om [arg]  映射已打开的文件
u	omb[+-adgq] [fd]  Operate on memory banks	omb[+-adgq] [fd]  操作内存 bank
u	omn[.i] ([addr]) [name]  Define a name for the given map	omn[.i] ([addr]) [name]  为给定映射定义名称
u	omt [arg]  Manpilate IO map typings	omt [arg]  操作 IO 映射类型
u	omv  ([mapid]) [addr]  Move map to another address	omv  ([mapid]) [addr]  将映射移动到另一个地址
u	on[n+*] [file] ([addr] [rwx])  Open file without parsing headers	on[n+*] [file] ([addr] [rwx])  打开文件而不解析头
u	oo [arg]  Map opened files	oo [arg]  映射已打开的文件
u	ood  Debug (re)open commands	ood  调试（重新）打开命令
u	p-[hej] [nblocks]   bar|json|histogram blocks	p-[hej] [nblocks]   条形|json|直方图块
u	p6[d|e][s|z]  [len]  base64 decoding/encoding	p6[d|e][s|z]  [len]  base64 解码/编码
u	p8[*fjx]  [len]  8bit hexpair list of bytes (see pcj)	p8[*fjx]  [len]  8 位十六进制对字节列表（参见 pcj）
u	p=[=bep?][qj] [N] ([len]) ([offset])   show entropy/printable chars/chars bars	p=[=bep?][qj] [N] ([len]) ([offset])   显示熵/可打印字符/字符条
u	pF[abJopxABX][*vqjz] [len]  parse ASN1, PKCS, X509, DER, protobuf, axml, JWT	pF[abJopxABX][*vqjz] [len]  解析 ASN1、PKCS、X509、DER、protobuf、axml、JWT
u	p[dD][ajbrfils] [[-]len]   # Print N bytes/instructions bw/forward	p[dD][ajbrfils] [[-]len]   # 打印 N 字节/指令 向后/向前
u	p[p]  [pattern]  Search for patterns or preludes	p[p]  [pattern]  搜索模式或前奏
u	pa[edD] [asm|hex]  Print (dis)assembly	pa[edD] [asm|hex]  打印（反）汇编
u	pc   # Print in code	pc   # 以代码打印
u	pdc[acjlot*]  experimental, unreliable and hacky pseudo-decompiler	pdc[acjlot*]  实验性、不可靠且 hacky 的伪反编译器
u	pde[q|qq|j] [N]  Disassemble N instructions following execution flow from current PC	pde[q|qq|j] [N]  从当前 PC 跟随执行流反汇编 N 条指令
u	pdf[sj]   # disassemble function (needs to be analized with 'af' or so)	pdf[sj]   # 反汇编函数（需要用 'af' 等分析）
u	pdg  # Native Ghidra decompiler plugin	pdg  # 原生 Ghidra 反编译器插件
u	pds[*|b|f|s] [N]  Print strings in the disassembly	pds[*|b|f|s] [N]  打印反汇编中的字符串
u	pdu[abciors][j]  Disassemble instructions until condition	pdu[abciors][j]  反汇编指令直到条件
u	pfb  print formatted bitfields	pfb  打印格式化的位域
u	pg[-] [asm|hex]  print (dis)assembled	pg[-] [asm|hex]  打印（反）汇编
u	piE[q]   # print esil of N bytes	piE[q]   # 打印 N 字节的 esil
u	pie[bqf]   # print esil of N instructions	pie[bqf]   # 打印 N 条指令的 esil
u	pif[cj]   # print instructions from function	pif[cj]   # 打印函数的指令
u	pm [file|directory]  Set libmagic reference file or directory (see /m?)	pm [file|directory]  设置 libmagic 引用文件或目录（参见 /m?）
u	po[24aAdlmorsxS]   [hexpairs] @ addr[!bsize] (see also `poke`)	po[24aAdlmorsxS]   [hexpairs] @ addr[!bsize]（另见 `poke`）
u	pp[0|1|2|4|8|a|d|f|n] [len]  print patterns	pp[0|1|2|4|8|a|d|f|n] [len]  打印模式
u	pq[?isz] [len]  generate QR code in ascii art	pq[?isz] [len]  以 ascii art 生成 QR 码
u	pr[glx] [size]  print N raw bytes	pr[glx] [size]  打印 N 个原始字节
u	prc=[#] ([size])   see p=? to find valid values for #	prc=[#] ([size])   参见 p=? 查找 # 的有效值
u	prg[?ilor]  [len]  print raw inflated/decompressed block	prg[?ilor]  [len]  打印原始解压/解压缩块
u	pri [n1sg]  print raw images	pri [n1sg]  打印原始图像
u	ps[abijqpsuwWxz+] [len]  Print String (optionally specify the length)	ps[abijqpsuwWxz+] [len]  打印字符串（可选指定长度）
u	pt [dn]  print timestamps	pt [dn]  打印时间戳
u	pv[1248z][udj]  Print value(s) given size and endian (u for unsigned, d for signed decimal, j for json)	pv[1248z][udj]  打印给定大小和字节序的值（u 为无符号，d 为有符号十进制，j 为 json）
u	pxA [len]  show op analysis color map	pxA [len]  显示操作分析颜色图
u	px[0afoswqWqQ][f]   # Print heXadecimal	px[0afoswqWqQ][f]   # 打印十六进制
u	pxd[1248] ([len])  show decimal byte/short/word/dword dumps	pxd[1248] ([len])  显示十进制字节/短整型/字/双字转储
u	pxu[1248] ([len])  show unsigned decimal byte/short/word/dword dumps	pxu[1248] ([len])  显示无符号十进制字节/短整型/字/双字转储
u	pz[mode][j] [len]  print zoomed blocks (filesize/N)	pz[mode][j] [len]  打印缩放块（filesize/N）
u	r[+-][ size]  Resize file	r[+-][ size]  调整文件大小
u	r[acerwx] [address]   search references to one or more addresses	r[acerwx] [address]   搜索对一个或多个地址的引用
u	s   # Help for the seek commands. See ?$? to see all variables	s   # 定位命令的帮助. 查看所有变量见 ?$?
u	s.  Seek here or there (near seeks)	s.  在此处或彼处 seek（附近 seek）
u	sC  Comment grep	sC  注释 grep
u	s[*] [threshold]  Find sections by grouping blocks with similar entropy.	s[*] [threshold]  通过分组具有相似熵的块来查找节
u	sf  [addr|name]   # Seek for flags and functions using $$ as ref. See also: '?$?~F'	sf  [addr|name]   # 使用 $$ 作为参考 seek 标志和函数。另见：'?$?~F'
u	sh  r2's posix shell compatible subset	sh  r2 的 posix shell 兼容子集
u	sl+ or sl- or slc	sl+ 或 sl- 或 slc
u	ss   # Seek silently (not recorded in the seek history)	ss   # 静默 seek（不记录在 seek 历史中）
u	t  Parse, manage, and print C types	t  解析, 管理和打印 C 类型
u	tc[...]  [type]  Print loaded types	tc[...]  [type]  打印已加载类型
u	tcc [-name]  Type function calling conventions (see also afc? and arcc)	tcc [-name]  类型函数调用约定（另见 afc? 和 arcc）
u	te[...]  Type enum commands	te[...]  类型枚举命令
u	tl[...] [typename] [[=] address]  Type link commands	tl[...] [typename] [[=] address]  类型链接命令
u	tn [-][0xaddr|symname]   manage no-return marks	tn [-][0xaddr|symname]   管理 no-return 标记
u	tp[vx]  <type> [...]  Print type	tp[vx]  <type> [...]  打印类型
u	tt[...]  Type typedef commands	tt[...]  类型 typedef 命令
u	tv[...]  [type]  View types with offsets and xrefs	tv[...]  [type]  查看带偏移和交叉引用的类型
u	tx[.tflg] [...]  Function types	tx[.tflg] [...]  函数类型
u	u  uname or undo write/seek	u  uname 或撤销写入/seek
u	uc [cmd],[revert-cmd]  undo core commands (see `e cmd.undo`)	uc [cmd],[revert-cmd]  撤销核心命令（参见 `e cmd.undo`）
u	uname  show information about the current system	uname  显示当前系统信息
u	wc[jir+-*?]    # See `e io.cache = true`	wc[jir+-*?]    # 参见 `e io.cache = true`
u	wf[fs] [-|args ..]   Write from (file, swap, offset)	wf[fs] [-|args ..]   从（文件、交换、偏移）写入
u	wo[asmdxoArl24]   [hexpairs] @ addr[!bsize] write operation in current block	wo[asmdxoArl24]   [hexpairs] @ addr[!bsize] 在当前块中写入操作
u	ws[124?] [string]  Pascal strings are not null terminated and store the length in binary at the beginning	ws[124?] [string]  Pascal 字符串不以 null 终止，并在开头以二进制存储长度
u	wt[afs] [filename] [size]   Write current block or [size] bytes from offset to file	wt[afs] [filename] [size]   将当前块或从偏移开始的 [size] 字节写入文件
u	wv[size] [value]   Write 'value' of given 'size'	wv[size] [value]   写入给定 'size' 的 'value'
u	y[fptxy] [len] [[@]addr]   # See wd? for memcpy, same as 'yf'.	y[fptxy] [len] [[@]addr]   # memcpy 参见 wd?，与 'yf' 相同。
u	z/[f*]   # Search signatures (see 'e?search' for options)	z/[f*]   # 搜索签名（选项参见 'e?search'）
u	z[*j-aof/cs] [args]   # Manage zignatures	z[*j-aof/cs] [args]   # 管理 zignature
u	za[fFM?] [args]   # Add zignature	za[fFM?] [args]   # 添加 zignature
u	zb[r?] [args]  # search for closest matching signatures	zb[r?] [args]  # 搜索最接近的匹配签名
u	zc[n!] other_space   # Compare zignspaces, match >= threshold (e zign.diff.*)	zc[n!] other_space   # 比较 zignspace，匹配 >= 阈值（e zign.diff.*）
u	zf[dlsz] filename   # Manage FLIRT signatures	zf[dlsz] filename   # 管理 FLIRT 签名
u	zo[zs] filename   # Manage zignature files (see dir.zigns)	zo[zs] filename   # 管理 zignature 文件（参见 dir.zigns）
u	zs[+-*] [namespace]   # Manage zignspaces	zs[+-*] [namespace]   # 管理 zignspace
u	{"cmd":"...","json":false,"trim":true} # `cmd` is required	{"cmd":"...","json":false,"trim":true} # 必需提供 `cmd`
d	     In view: t=text mode, x=hex mode, j/k=scroll, h/l=page	     In view: t=文本模式，x=十六进制模式，j/k=滚动，h/l=翻页
d	    cparse, d, es6, exe, go, js, lsp, pl, py, rb, sh, vala or zig file	    cparse、d、es6、exe、go、js、lsp、pl、py、rb、sh、vala 或 zig 文件
d	  Arrows: Navigate files	  Arrows: 导航文件
d	  Enter:  Enter directory / Open file	  Enter:  进入目录 / 打开文件
d	  File Operations:	  文件操作:
d	  Left:  Mounted filesystem (r_fs) - optional path parameter	  Left:  挂载的文件系统（r_fs）- 可选路径参数
d	  Navigation:	  导航:
d	  Other:	  其他:
d	  Right: Local filesystem - optional path parameter	  Right: 本地文件系统 - 可选路径参数
d	  Tab:    Switch panels	  Tab:    切换面板
d	  Two-panel file manager interface	  双面板文件管理器界面
d	  c: Copy file to other panel	  c: 复制文件到另一个面板
d	  continue means enter into the signal handler	  continue 表示进入信号处理程序
d	  d: Delete file/directory	  d: 删除文件/目录
d	  h: Show help	  h: 显示帮助
d	  i: Show file/filesystem info	  i: 显示文件/文件系统信息
d	  m: Make new directory	  m: 创建新目录
d	  o: Change sort order (fs/name/size)	  o: 更改排序顺序（fs/名称/大小）
d	  q: Quit Miknight Commander	  q: 退出 Miknight Commander
d	  r: Refresh both panels	  r: 刷新两个面板
d	  s: Seek to file address and quit to r2	  s: 跳转到文件地址并退出到 r2
d	  skip means do not enter into the signal handler	  skip 表示不进入信号处理程序
d	  v: View file (hex/text with metadata)	  v: 查看文件（带元数据的十六进制/文本）
d	 */head/10      same as | head -n 10	 */head/10      同 | head -n 10
d	 */page/1/10    show the first 10 rows (/page/2/10 will show the 2nd)	 */page/1/10    显示前 10 行 (/page/2/10 显示第 2 页)
d	 */skip/10      skip the first 10 rows	 */skip/10      跳过前 10 行
d	 */tail/10      same as | tail -n 10	 */tail/10      同 | tail -n 10
d	 */uniq         get the first row of each that col0 is unique	 */uniq         取每组 col0 唯一的第一行
d	 :%.2f          .tostring() == .toformat()        # format output	 :%.2f          .tostring() == .toformat()        # 格式化输出
d	 :csv           .tostring() == .tocsv()        # supports import/export	 :csv           .tostring() == .tocsv()        # 支持导入/导出
d	 :header        show column headers (see :quiet and :noheader)	 :header        显示列头 (见 :quiet 和 :noheader)
d	 :quiet         do not print column names header	 :quiet         不打印列名头
d	 :r2            .tostring() == .tor2()         # supports import/export	 :r2            .tostring() == .tor2()         # 支持导入/导出
d	 :simple        simple table output without lines	 :simple        不带线条的简单表格输出
d	 :sql           .tostring() == .tosql() # export table contents in SQL statements	 :sql           .tostring() == .tosql() # 以 SQL 语句导出表内容
